year,month,day,hour,min,second,validity,source,earthquake_mag,country,name,lat,lng,water_height,tsunami_mag_lida,tsunami_intensity,death_nbr,injuries_nbr,damage_mill,damage_code,house_destroyed,house_code
1931,8,7,2,11,44.2,very doubtful tsunami,Earthquake,7,PAPUA NEW GUINEA,BISMARCK SEA,-3.417,142.077,0,0,0,0,0,0,0,0,0
1931,9,25,5,59,44,probable tsunami,Earthquake,7.4,INDONESIA,SW. SUMATRA,-5,102.75,1,4.9,0,0,0,0,0,0,0
1931,10,3,19,13,20.8,definite tsunami,Earthquake,7.8,SOLOMON ISLANDS,SAN CRISTOBAL ISLAND,-10.932,161.016,9,3.3,2.5,50,0,0,3,0,3
1931,11,2,10,2,0,definite tsunami,Earthquake,7.1,JAPAN,SEIKAIDO,32.2,132.1,0.8,-0.3,0,0,0,0,0,0,0
1932,2,3,6,16,0,questionable tsunami,Earthquake,6.7,CUBA,SANTIAGO DE CUBA,20,-75.8,0,0,0,0,0,0,0,0,0
1932,6,3,10,36,50,definite tsunami,Earthquake,8.1,MEXICO,CENTRAL MEXICO,19.5,-104.25,10,1.5,2,4,0,0,2,0,2
1932,6,18,10,12,16.1,definite tsunami,Earthquake,7.9,MEXICO,CENTRAL MEXICO,19.452,-103.632,1,1,0.5,0,0,0,0,0,0
1932,6,22,12,59,24,definite tsunami,Earthquake,7,MEXICO,CENTRAL MEXICO,19,-104.5,10,3.3,1.5,75,100,0,3,0,0
1932,9,9,13,38,52,questionable tsunami,Earthquake,6.2,INDONESIA,JAVA TRENCH,-3.57,128.35,0,0,0,0,0,0,0,0,0
1932,9,15,13,54,54,questionable tsunami,Earthquake,6.8,NEW ZEALAND,N. NEW ZEALAND,-39,177.5,0,0,0,0,0,0,0,0,0
1932,9,26,19,20,42,very doubtful tsunami,Earthquake,6.9,GREECE,NORTH AEGEAN,40.5,23.9,2,0,3,0,0,0,1,0,0
1933,1,8,16,0,0,definite tsunami,Volcano,0,RUSSIA,"KHARIMKOTAN, N. KURIL ISLANDS",49.12,154.508,9,3.2,2,0,0,0,0,0,0
1933,2,23,8,9,12,very doubtful tsunami,Earthquake,7.6,CHILE,NORTHERN CHILE,-20,-71,0,0,0,0,0,0,0,0,0
1933,3,2,17,31,0.9,definite tsunami,Earthquake,8.4,JAPAN,SANRIKU,39.224,144.622,29,4.9,3.5,3022,0,0,4,6000,4
1933,3,11,1,54,7.8,event that only caused a seiche or disturbance in an inland river,Meteorological,6.3,USA,S. CALIFORNIA,33.616,-117.966,0.1,-3.3,-3,0,0,0,0,0,0
1933,4,23,5,57,0,very doubtful tsunami,Earthquake,6.4,GREECE,"COS, DODECANESE",36.8,27.2,0,0,0,0,0,0,0,0,0
1933,6,18,21,37,0,definite tsunami,Earthquake,7.1,JAPAN,SANRIKU,38.1,142.4,0.2,-2.3,0,0,0,0,0,0,0
1933,10,2,15,29,21,probable tsunami,Earthquake,6.9,ECUADOR,ECUADOR,-2,-81,0,0.6,1.5,0,0,0,0,0,0
1934,1,15,8,43,18,event that only caused a seiche or disturbance in an inland river,Earthquake,8,NEPAL,"BIHAR-NEPAL, GANGES RIVER",26.773,86.76,0,0,0,0,0,0,0,0,0
1934,2,14,3,59,34,definite tsunami,Earthquake,7.9,PHILIPPINES,SOUTH CHINA SEA,17.5,119,0,0,0.5,0,0,0,0,0,0
1934,7,18,1,36,24,probable tsunami,Earthquake,7.7,PANAMA,COSTA RICA-PANAMA,8,-82.5,0,1,1.5,0,0,0,1,0,2
1934,7,18,19,40,24,probable tsunami,Earthquake,7.8,SOLOMON ISLANDS,SOLOMON ISLANDS,-11.907,166.731,0.65,-0.7,0,0,0,0,0,0,0
1934,7,21,6,18,23.3,probable tsunami,Earthquake,7.2,SOLOMON ISLANDS,SOLOMON ISLANDS,-11.139,165.503,0,0,0,0,0,0,0,0,0
1934,11,30,2,5,10,definite tsunami,Earthquake,7,MEXICO,MEXICO,18.5,-105.5,0.11,0,0,0,0,0,0,0,0
1934,12,4,17,24,38,very doubtful tsunami,Earthquake,6.9,CHILE,NORTHERN CHILE,-19.5,-69.5,0,0,0,0,0,0,0,0,0
1935,5,30,21,32,46,event that only caused a seiche or disturbance in an inland river,Earthquake,7.5,PAKISTAN,QUETTA,29.5,66.8,0,0,0,0,0,0,0,0,0
1935,7,19,0,50,0,definite tsunami,Earthquake,6.5,JAPAN,JAPAN,36.6,141.4,0.2,-2.3,0,0,0,0,0,0,0
1935,9,20,1,46,43.5,probable tsunami,Earthquake,7.8,PAPUA NEW GUINEA,BISMARCK SEA,-3.824,141.416,0,0,0,0,0,0,0,0,0
1935,10,12,16,45,0,definite tsunami,Earthquake,7.2,JAPAN,SANRIKU,39.9,143.7,0.3,-1.7,-1,0,0,0,0,0,0
1935,10,18,0,11,0,definite tsunami,Earthquake,7,JAPAN,SANRIKU,40.7,144.3,0.2,-2.3,-2,0,0,0,0,0,0
1935,11,25,10,3,3,questionable tsunami,Earthquake,6.5,INDONESIA,CELEBES SEA,5.5,94,0,0,0,0,0,0,0,0,0
1935,12,18,7,10,36,event that only caused a seiche or disturbance in an inland river,Earthquake,6,CHINA,SICHUAN PROVINCE,28.7,103.6,0,0,0,0,0,0,0,0,0
1935,12,28,2,35,0,very doubtful tsunami,Earthquake,7.9,INDONESIA,SW. SUMATRA,0.001,98.25,0,0,0,0,0,0,0,0,0
1936,4,1,2,9,15,definite tsunami,Earthquake,7.7,INDONESIA,SULAWESI,4.5,126.5,3,1.5,2,0,0,0,0,0,0
1936,7,13,11,12,15,definite tsunami,Earthquake,7.3,CHILE,NORTHERN CHILE,-24.5,-70,1,0,0.5,0,0,0,0,0,0
1936,8,23,21,12,13,questionable tsunami,Earthquake,7.3,INDONESIA,OFF NORTHWEST COAST,6.1,94.7,0,0,0,0,0,0,0,0,0
1936,11,2,20,46,0,definite tsunami,Earthquake,7.7,JAPAN,SANRIKU,38.2,142.2,0.7,-0.5,0,0,0,0,0,0,0
1936,11,13,12,31,0,questionable tsunami,Earthquake,7.3,RUSSIA,KAMCHATKA,55.2,164,13,3.7,2,0,0,0,0,0,0
1937,8,20,11,59,16,probable tsunami,Earthquake,7.5,PHILIPPINES,W. LUZON ISLAND,14.5,121.5,0,0.5,1,0,0,0,0,0,0
1937,9,21,21,2,0,probable tsunami,Earthquake,5.7,RUSSIA,KAMCHATKA,56,162.5,0,0,1,0,0,0,0,0,0
1937,9,21,0,0,0,Erroneous entry,Unknown,0,USA,"BERING SEA, AK",58,-165,0,0,1,0,0,0,0,0,0
1937,9,22,0,0,0,very doubtful tsunami,Unknown,0,RUSSIA,KAMCHATKA,58,165,0,0,0,0,0,0,0,0,0
1937,11,6,0,0,0,questionable tsunami,Earthquake,6,INDONESIA,BANDA SEA,-3,132.3,0.5,-1,0,0,0,0,0,0,0
1938,2,1,19,4,18,definite tsunami,Earthquake,8.5,INDONESIA,BANDA SEA,-5.25,130.5,1,1,1.5,0,0,0,2,24,1
1938,2,13,0,0,0,questionable tsunami,Earthquake,6,INDONESIA,BANDA SEA,-3,132.3,0.5,0,-0.5,0,0,0,0,0,0
1938,3,22,15,22,0,Erroneous entry,Earthquake,6.3,CANADA,BRITISH COLUMBIA,52.2,-131.9,0,0,0,0,0,0,0,0,0
1938,5,12,15,38,57,probable tsunami,Earthquake,7.5,PAPUA NEW GUINEA,SOLOMON SEA,-6,147.8,0,1,0,0,0,0,1,0,1
1938,5,19,17,8,21,definite tsunami,Earthquake,7.6,INDONESIA,MAKASSAR STRAIT,-1,120,3,1.6,0,17,0,0,1,0,0
1938,5,23,7,18,0,definite tsunami,Earthquake,7.1,JAPAN,JAPAN TRENCH,36.7,141.4,0.83,-0.3,0,0,0,0,0,0,0
1938,5,28,16,42,0,definite tsunami,Earthquake,6.1,JAPAN,E. HOKKAIDO ISLAND,43.6,144.3,0.9,-0.1,0,1,0,0,1,7,1
1938,6,10,9,53,44.6,definite tsunami,Earthquake,7.6,JAPAN,RYUKYU ISLANDS,25.321,125.115,1.5,0.6,0,0,0,0,1,0,0
1938,11,5,8,43,21,definite tsunami,Earthquake,7.7,JAPAN,SANRIKU,37.1,141.7,0.57,0.1,-0.5,0,0,0,0,0,0
1938,11,5,10,50,15,definite tsunami,Earthquake,7.6,JAPAN,SANRIKU,37.2,141.7,0.56,0.1,-0.5,0,0,0,0,0,0
1938,11,6,8,53,53,definite tsunami,Earthquake,7.5,JAPAN,OFF FUKUSHIMA PREFECTURE,37.5,141.8,1.26,0.4,-0.5,0,0,0,0,0,0
1938,11,6,21,38,47,definite tsunami,Earthquake,7.1,JAPAN,OFF FUKUSHIMA PREFECTURE,37,141.7,1.25,0.3,-0.5,0,0,0,0,0,0
1938,11,9,2,22,0,Erroneous entry,Earthquake,6.5,JAPAN,SANRIKU,37.6,141.2,0,0,0,0,0,0,0,0,0
1938,11,10,20,18,41.2,definite tsunami,Earthquake,8.2,USA,"SHUMAGIN ISLANDS, AK",55.48,-158.37,0.3,-1.7,0,0,0,0,0,0,0
1938,11,13,22,31,0,definite tsunami,Earthquake,6,JAPAN,SANRIKU,37,141.5,0.75,-0.5,-1.5,0,0,0,0,0,0
1938,11,16,11,8,0,Erroneous entry,Earthquake,0,JAPAN,SANRIKU,37.4,141.6,0,0,0,0,0,0,0,0,0
1938,11,22,1,14,0,definite tsunami,Earthquake,6.9,JAPAN,SANRIKU,36.7,142.1,0.3,-1.7,-2.5,0,0,0,0,0,0
1938,11,30,2,29,0,definite tsunami,Earthquake,7,JAPAN,SANRIKU,37,142.2,0.2,-2.3,-3,0,0,0,0,0,0
1939,1,25,3,32,14,very doubtful tsunami,Earthquake,8.3,CHILE,CENTRAL CHILE,-36.25,-72.25,0,0,0,0,0,0,0,0,0
1939,1,30,2,18,30,questionable tsunami,Earthquake,7.7,PAPUA NEW GUINEA,SOLOMON SEA,-7.08,155.386,0,0.9,1,0,0,0,0,0,0
1939,3,20,3,22,0,definite tsunami,Earthquake,6.6,JAPAN,SEIKAIDO,32.3,132,0.8,-0.3,0,0,0,0,0,0,0
1939,4,18,6,22,45,very doubtful tsunami,Earthquake,7.4,CHILE,NORTHERN CHILE,-27,-70.5,0,0,0,0,0,0,0,0,0
1939,4,30,2,55,29.1,probable tsunami,Earthquake,7.9,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.295,159.234,10.5,3.4,1.5,12,0,0,1,0,1
1939,5,1,5,58,0,definite tsunami,Earthquake,7,JAPAN,NW. HONSHU ISLAND,40.1,139.5,1.2,-1.7,0,0,0,0,0,0,0
1939,5,6,17,0,7,very doubtful tsunami,Earthquake,6.5,PHILIPPINES,"TAYABAS BAY, SULU SEA",13.5,121.25,0,0,0.5,0,0,0,0,0,0
1939,5,8,1,46,52.9,definite tsunami,Earthquake,6.5,PORTUGAL,AZORES,37.053,-24.427,0,0,1,0,0,0,0,0,0
1939,6,22,19,19,26,questionable tsunami,Earthquake,6.4,GHANA,GOLD COAST,5.18,-0.13,0,0,0,0,0,0,0,0,0
1939,8,15,3,52,0,questionable tsunami,Earthquake,5.6,CUBA,SANTA CLARA,22.2,-79.1,0,0,0,0,0,0,0,0,0
1939,12,26,23,57,22.6,definite tsunami,Earthquake,7.7,TURKEY,SOUTH BLACK SEA,39.77,39.533,0.53,0,4,0,0,0,0,0,0
1940,1,15,13,19,24,questionable tsunami,Earthquake,5.1,ITALY,NORTHERN SICILY,38.067,13.467,0,0,3,0,0,0,0,0,0
1940,5,24,16,33,57,questionable tsunami,Earthquake,8.2,PERU,CENTRAL PERU,-10.5,-77,2,1,1.5,0,0,0,0,0,0
1940,8,1,15,8,24,definite tsunami,Earthquake,7.5,JAPAN,W. HOKKAIDO ISLAND,44.2,139.5,3.5,1.8,1.5,10,0,0,1,20,1
1940,10,4,7,54,42,very doubtful tsunami,Earthquake,7.3,CHILE,NORTHERN CHILE,-22,-71,0,0,0,0,0,0,0,0,0
1940,10,11,18,41,13,very doubtful tsunami,Earthquake,7,CHILE,SOUTHERN CHILE,-41.5,-74.5,0,0,0,0,0,0,0,0,0
1941,1,13,16,27,44.7,definite tsunami,Earthquake,7.4,PAPUA NEW GUINEA,BISMARCK SEA,-4.175,152.071,0.15,-3.3,-2.5,0,0,0,0,0,0
1941,2,9,9,44,4,event that only caused a seiche or disturbance in an inland river,Earthquake,6.6,USA,NORTHERN CALIFORNIA,40.5,-125.25,0,0,0,0,0,0,0,0,0
1941,6,26,11,52,0,definite tsunami,Earthquake,7.6,INDIA,"ANDAMAN SEA, E. COAST INDIA",12.5,92.5,1.5,0,0,0,0,0,0,0,0
1941,11,18,16,46,0,definite tsunami,Earthquake,7.4,JAPAN,SEIKAIDO,32,132.1,1.2,0.3,0,2,0,0,1,27,1
1941,11,25,18,3,54,definite tsunami,Earthquake,8.3,ATLANTIC OCEAN,AZORES GIBRALTAR FRACTURE ZONE,37.417,-18.983,0.1,0,2,0,0,0,0,0,0
1941,12,5,20,46,58,definite tsunami,Earthquake,7.6,COSTA RICA,COSTA RICA-PANAMA,8.7,-83.2,0.23,-3.3,-3,0,0,0,0,0,0
1941,12,6,21,24,40,definite tsunami,Earthquake,6.9,COSTA RICA,COSTA RICA-PANAMA,8.5,-84,0.1,-3.3,-4,0,0,0,0,0,0
1942,5,22,10,30,36,very doubtful tsunami,Earthquake,5.8,COLOMBIA,COLOMBIA,4.6,-74.5,1,0,1,0,0,0,0,0,0
1942,8,24,22,50,27,definite tsunami,Earthquake and Landslide,8.2,PERU,S. PERU,-15,-76,2,1,1,0,0,0,1,0,1
1943,4,6,16,7,15,definite tsunami,Earthquake,8.2,CHILE,CENTRAL CHILE,-30.75,-72,1,0,0,0,0,0,1,0,0
1943,6,13,5,12,0,definite tsunami,Earthquake,7.1,JAPAN,SE. HOKKAIDO ISLAND,41.2,143.3,0.6,-0.7,-0.5,0,0,0,0,0,0
1944,12,7,4,35,0,definite tsunami,Earthquake,8.1,JAPAN,OFF SOUTHEAST COAST KII PENINSULA,34,137.1,10,2.9,2.5,1223,2135,0,4,3059,4
1945,1,12,18,38,0,definite tsunami,Earthquake,7.1,JAPAN,TOKAIDO,34.7,137.2,1,-0.7,-0.5,0,0,0,0,0,0
1945,2,10,4,57,0,definite tsunami,Earthquake,7.3,JAPAN,SANRIKU,40.9,142.1,0.4,-1.3,-1.5,0,0,0,0,0,0
1945,11,27,21,56,50,definite tsunami,Earthquake and Landslide,8,PAKISTAN,MAKRAN COAST,24.5,63,17,3.9,0,4000,0,25,4,0,0
1946,4,1,12,29,1.3,definite tsunami,Earthquake and Landslide,8.6,USA,"UNIMAK ISLAND, AK",53.492,-162.832,42,5.1,4,167,0,26.271,4,0,3
1946,6,23,17,13,19,definite tsunami,Earthquake and Landslide,7.3,CANADA,BRITISH COLUMBIA,49.87,-124.92,9,4.9,2,0,0,0,1,0,0
1946,8,2,19,18,48,questionable tsunami,Earthquake,7.9,CHILE,NORTHERN CHILE,-26.5,-70.5,0,0,9,0,0,0,0,0,0
1946,8,4,17,51,5,definite tsunami,Earthquake,7.9,DOMINICAN REPUBLIC,NORTHEASTERN COAST,19.25,-69,5,2.2,0,1790,0,0,3,0,3
1946,8,8,13,28,33.8,definite tsunami,Earthquake,7.5,DOMINICAN REPUBLIC,NORTHEASTERN COAST,19.5,-69.5,0.6,0,0,75,0,0,0,0,0
1946,9,30,0,59,40,questionable tsunami,Earthquake,7,PERU,S. PERU,-14,-76.25,0,0,0,0,0,0,0,0,0
1946,11,1,11,14,24,very doubtful tsunami,Earthquake,7,USA,"ANDREANOF ISLANDS, AK",51.5,-174.5,0,0,0,0,0,0,0,0,0
1946,12,20,19,19,5,definite tsunami,Earthquake,8.1,JAPAN,HONSHU: S COAST,33,135.6,6.6,2.7,2.5,1362,0,0,4,1451,4
1947,3,25,20,32,15,probable tsunami,Earthquake and Landslide,7.1,NEW ZEALAND,OFF COAST OF NORTH ISLAND,-38.85,178.87,10,3.3,3,0,0,0,1,0,1
1947,5,17,7,6,0,definite tsunami,Earthquake,6.9,NEW ZEALAND,OFF COAST OF NORTH ISLAND,-38.42,178.88,6,2.6,0,0,0,0,0,0,0
1947,10,6,19,55,37,probable tsunami,Earthquake and Landslide,6.9,GREECE,"PELOPONNESUS, GREECE",37,22,1,0,2,0,0,0,0,0,0
1947,11,4,0,9,10,definite tsunami,Earthquake,7,JAPAN,W. HOKKAIDO ISLAND,43.8,141,2,1,1,0,0,0,1,0,0
1948,1,24,17,46,40,probable tsunami,Earthquake,8.3,PHILIPPINES,SULU SEA,10.5,122,0,1,1.5,2,0,0,0,0,0
1948,2,9,12,58,13,definite tsunami,Earthquake,7.1,GREECE,"DODECANESE, KARPATHOS IS.",35.5,27.2,2.5,0,4,0,0,0,1,0,0
1948,4,17,16,11,0,definite tsunami,Earthquake,7.2,JAPAN,TOKAIDO,33.1,135.6,0.6,-0.7,-1,0,0,0,0,0,0
1948,4,22,10,42,47.1,definite tsunami,Earthquake,6.5,GREECE,IONIAN SEA,38.532,20.427,1,0,4,0,0,0,0,0,0
1948,5,23,9,13,18,questionable tsunami,Earthquake,6,CHINA,SHANDONG PROVINCE,37.2,121.8,3,0,0,0,0,0,0,0,0
1948,6,1,18,58,18,probable tsunami,Earthquake,6.3,INDONESIA,OFF NORTHWEST COAST,6,95,0,-0.5,0,0,0,0,0,0,0
1948,9,8,15,9,0,definite tsunami,Earthquake,7.8,TONGA,TONGA TRENCH,-21,-174,2,1,1.5,0,0,0,0,0,0
1948,12,3,0,22,48,questionable tsunami,Earthquake,6.9,MEXICO,MEXICO,22,-106,5,1,1.5,0,0,0,0,0,0
1948,12,26,7,12,21,probable tsunami,Earthquake,7,CHILE,NORTHERN CHILE,-22.5,-69,0,-0.5,0,0,0,0,0,0,0
1949,1,27,11,0,0,definite tsunami,Earthquake,5.9,RUSSIA,KAMCHATKA,54.6,163.5,0,0,0,0,0,0,0,0,0
1949,4,13,19,56,0,probable tsunami,Earthquake and Landslide,7,USA,"PUGET SOUND, WA",47.167,-122.617,0,0,0,0,0,0,0,0,0
1949,4,20,3,29,7,questionable tsunami,Earthquake,7.3,CHILE,CENTRAL CHILE,-38,-73.5,0,0,0,0,0,0,0,0,0
1949,5,9,13,36,18,questionable tsunami,Earthquake,6.7,INDONESIA,BANDA ACEH,5,95,0,0,0,0,0,0,0,0,0
1949,7,23,15,3,30,probable tsunami,Earthquake,6.7,GREECE,"CHIOS ISLAND, AEGEAN ISLANDS",38.58,26.23,2,0,2,0,0,0,0,0,0
1949,8,22,4,1,0,definite tsunami,Earthquake and Landslide,8.1,CANADA,BRITISH COLUMBIA,53.6,-133.3,0.61,-1,0,0,0,0,0,0,0
1949,9,5,2,54,1,event that only caused a seiche or disturbance in an inland river,Earthquake,6.4,PHILIPPINES,NORTHERN LUZON ISLAND,17,121.5,0.1,0,-4,0,0,0,0,0,0
1949,9,27,15,30,45,Erroneous entry,Earthquake,0,USA,"GULF OF ALASKA, AK",59.75,-149,0,0,0,0,0,0,0,0,0
1949,10,19,21,0,19,definite tsunami,Earthquake,7.5,PAPUA NEW GUINEA,SOLOMON SEA,-5.5,154,0.3,-1.7,-1,0,0,0,0,0,0
1949,12,17,6,53,30,very doubtful tsunami,Earthquake,7.8,CHILE,SOUTHERN CHILE,-54,-71,0,0,0,0,0,0,0,0,0
1949,12,17,15,7,55,questionable tsunami,Earthquake,7.8,CHILE,SOUTHERN CHILE,-54,-71,0,-0.5,0,0,0,0,0,0,0
1949,12,29,3,3,54,very doubtful tsunami,Earthquake,7.2,PHILIPPINES,E. LUZON ISLAND,17,121.63,0,1,1.5,16,0,0,0,0,0
1950,1,30,0,56,32,very doubtful tsunami,Earthquake,7,CHILE,SOUTHERN CHILE,-53.5,-71.5,0,0,0,0,0,0,0,0,0
1950,3,14,18,10,41,questionable tsunami,Earthquake,5.8,NEW ZEALAND,N. NEW ZEALAND,-37.8,177.2,0,0,0,0,0,0,0,0,0
1950,8,3,0,0,0,questionable tsunami,Earthquake,6.8,VENEZUELA,EL TOCUYO,10.5,-68,0,0,0,0,0,0,0,0,0
1950,8,15,14,9,30,event that only caused a seiche or disturbance in an inland river,Earthquake,8.6,INDIA,INDIA-CHINA,28.5,96.5,0.5,0,0,0,0,0,0,0,0
1950,10,5,16,9,31,definite tsunami,Earthquake,7.7,COSTA RICA,COSTA RICA-NICARAGUA,11,-85,0.1,-3.3,-2,0,0,0,0,0,0
1950,10,8,3,23,9,probable tsunami,Earthquake,7.6,INDONESIA,JAVA TRENCH,-3.8,128.3,0,1.5,2,1,0,0,3,0,3
1950,10,23,16,13,20,definite tsunami,Earthquake,7.5,GUATEMALA,GUATEMALA,14.31,-91.917,0.2,-1.3,-1,0,0,0,0,0,0
1950,11,8,2,18,12,probable tsunami,Earthquake,7.3,SOLOMON ISLANDS,SOLOMON SEA,-10,159.5,1.2,0,0,0,0,0,0,0,0
1950,12,2,19,51,49,probable tsunami,Earthquake,7.8,VANUATU,VANUATU ISLANDS,-18.25,167.5,2.5,0,0,0,0,0,0,0,0
1950,12,10,2,50,42,questionable tsunami,Earthquake,7,PERU,S. PERU,-14.25,-77.75,0.7,-0.5,0,0,0,0,0,0,0
1950,12,14,14,15,49,definite tsunami,Earthquake,7.5,MEXICO,S. MEXICO,16.48,-98.22,0.3,-1.5,0,0,0,0,0,0,0
1951,2,22,1,45,48.9,questionable tsunami,Earthquake,6.1,PAPUA NEW GUINEA,BISMARCK SEA,-3.252,142.238,6,0,0,0,0,0,1,0,0
1951,8,3,0,23,58,very doubtful tsunami,Earthquake and Landslide,6,NICARAGUA,COSIGUINA VOLCANO,13,-87.5,0,0,0,0,0,0,1,0,1
1951,8,21,10,57,0,definite tsunami,Earthquake,6.9,USA,HAWAII,19.5,-156,3.6,1.8,0.5,0,0,0,1,0,0
1951,10,22,5,43,1,definite tsunami,Earthquake,7.3,TAIWAN,TAIWAN,23.8,121.7,0.3,0,0,0,0,0,0,0,0
1951,12,21,8,37,29,event that only caused a seiche or disturbance in an inland river,Earthquake,6.3,CHINA,CHINA: GANSU AND SHANXI PROVINCES,26.7,100,2,0,0,0,0,0,0,0,0
1952,3,4,1,22,41,definite tsunami,Earthquake,8.1,JAPAN,SE. HOKKAIDO ISLAND,42.15,143.85,6.54,2.7,2,33,0,0,3,0,3
1952,3,9,17,4,0,definite tsunami,Earthquake,7,JAPAN,SE. HOKKAIDO ISLAND,41.7,143.6,0.3,-1.7,-2,0,0,0,0,0,0
1952,3,17,3,58,0,definite tsunami,Earthquake,4.5,USA,HAWAII,19.1,-155,1,0,0,0,0,0,0,0,0
1952,3,19,10,57,12,definite tsunami,Earthquake,7.8,PHILIPPINES,"E. OF MINDANO, PHILIPPINES",9.5,127.25,0.33,0,0,0,0,0,0,0,0
1952,5,13,19,32,0,questionable tsunami,Earthquake,6.9,COSTA RICA,COSTA RICA-PANAMA,10.3,-85.3,0.1,-3.3,-3,0,0,0,0,0,0
1952,7,13,11,58,33,questionable tsunami,Earthquake,6.8,VANUATU,OFF EAST COAST OF VANUATU,-18.5,169.25,0,0,0,0,0,0,0,0,0
1952,11,4,16,58,27.9,definite tsunami,Earthquake,9,RUSSIA,KAMCHATKA,52.755,160.057,23,4.2,4,10000,0,1,2,0,0
1953,2,15,0,0,0,questionable tsunami,Earthquake,5.5,PERU,CENTRAL PERU,-12,-77.5,0.7,-0.5,0,0,0,0,0,0,0
1953,3,17,13,4,0,probable tsunami,Earthquake,5.8,RUSSIA,N. KURIL ISLANDS,50,156.5,3,0.6,0,0,0,0,0,0,0
1953,4,23,16,24,34,very doubtful tsunami,Earthquake,7.4,PAPUA NEW GUINEA,"RABAUL, NEW BRITAIN",-4.449,152.868,0,0,0,0,0,0,0,0,0
1953,5,6,17,16,43,very doubtful tsunami,Earthquake,7.6,CHILE,CENTRAL CHILE,-36.5,-72.5,0,0,0,0,0,0,0,0,0
1953,5,31,19,58,0,questionable tsunami,Earthquake,7.2,DOMINICAN REPUBLIC,PUERTO PLATA,19.8,-70.7,0.06,-3.3,0,0,0,0,0,0,0
1953,8,12,9,23,52,questionable tsunami,Earthquake,7.2,GREECE,IONIAN SEA,38.3,20.8,0,0,0,0,0,0,0,0,0
1953,9,10,4,5,58,probable tsunami,Earthquake,6.5,CYPRUS,LEVANTIAN SEA,35,32.5,0,0,0,0,0,0,0,0,0
1953,9,14,0,26,36,definite tsunami,Earthquake and Landslide,6.4,FIJI,FIJI ISLANDS,-18.3,178.2,15,1,1,5,12,0,1,0,1
1953,11,25,17,48,0,definite tsunami,Earthquake,7.4,JAPAN,"KASHIMA, JAPAN",34,141.7,3,1.5,1.5,0,0,0,1,0,0
1953,12,12,17,31,25,definite tsunami,Earthquake,7.4,PERU,N. PERU,-3.4,-80.6,1,-1,0.5,0,0,0,0,0,0
1954,9,9,1,4,37,definite tsunami,Earthquake and Landslide,6.7,ALGERIA,SEA OF ALBORAN,36.283,1.467,0.33,0,0,0,0,0,0,0,0
1954,11,18,20,44,55,definite tsunami,Earthquake,6.1,JAPAN,"MIYAGI, JAPAN",38.9,142.2,0,0,-1,0,0,0,0,0,0
1955,1,18,0,0,0,questionable tsunami,Earthquake,5.5,VENEZUELA,OFF THE COAST NEAR LA VELA,11.46,-69.57,0,0,0,0,0,0,1,0,0
1955,4,19,16,47,19,probable tsunami,Earthquake,6.2,GREECE,VOLOS GULF,39.4,23.1,0,0,0,0,0,0,0,0,0
1955,4,19,20,24,5,definite tsunami,Earthquake,7.1,CHILE,CENTRAL CHILE,-30,-72,1,0,1,1,0,0,1,0,1
1955,5,17,14,49,49,questionable tsunami,Earthquake,7.3,INDIA,LITTLE NICOBAR ISLAND,6.5,94,0,0,0,0,0,0,0,0,0
1955,9,8,3,27,14,probable tsunami,Earthquake,6.5,PAPUA NEW GUINEA,SOLOMON SEA,-6.9,155.7,0,0,0,0,0,0,0,0,0
1955,9,23,15,6,23,event that only caused a seiche or disturbance in an inland river,Earthquake,6.8,CHINA,"JINSHA RIVER, YUNNAN PROVINCE",26.6,101.8,1,0,0,0,0,0,0,0,0
1955,10,10,8,57,52.9,probable tsunami,Earthquake,7.3,PAPUA NEW GUINEA,BISMARCK SEA,-5.1,152.924,0,0,0,0,0,0,0,0,0
1956,1,8,20,54,13,very doubtful tsunami,Earthquake,7.1,CHILE,NORTHERN CHILE,-19,-70,0,0,0,0,0,0,0,0,0
1956,3,2,22,43,0,event that only caused a seiche or disturbance in an inland river,Earthquake,5.3,NEW ZEALAND,"LAKE TAUPO, NORTH ISLAND",-38.9,175.8,0.9,0,0,0,0,0,0,0,0
1956,3,5,23,29,0,definite tsunami,Earthquake,6.3,JAPAN,NE. HOKKAIDO ISLAND,44.3,144.1,0.4,-1.3,-2,0,0,0,0,0,0
1956,7,9,3,11,39,definite tsunami,Earthquake,7.8,GREECE,CYCLADES,36.9,26,30,5,5,3,0,0,2,0,0
1956,7,9,3,24,0,probable tsunami,Earthquake,6.8,GREECE,"AMORGOS ISLAND, AEGEAN ISLANDS",36.8,25.5,10,0,0,0,0,0,0,0,0
1956,8,12,16,59,37.6,Erroneous entry,Earthquake,6.5,JAPAN,IZU PENINSULA,33.8,138.8,0,-1,-1,0,0,0,0,0,0
1956,11,2,16,4,33,questionable tsunami,Earthquake,5.8,GREECE,NORTH AEGEAN,39.5,23,1.2,0.3,2,0,0,0,0,0,0
1956,12,18,2,31,3,very doubtful tsunami,Earthquake,7,CHILE,NORTHERN CHILE,-25.5,-71,0,0,0,0,0,0,0,0,0
1957,3,9,14,22,31.9,definite tsunami,Earthquake,8.6,USA,"ANDREANOF ISLANDS, AK",51.292,-175.629,32,3.9,3,2,1,0,3,0,1
1957,6,22,23,50,23,probable tsunami,Earthquake,7.3,INDONESIA,NW. IRIAN JAYA,-1.5,137,1.8,0.8,0,0,0,0,0,0,0
